COUNTRY,CONTI-NENT,CODE,UNIVERSITY/ORGANIZATION,FORMER/ OTHER NAMES,ABBRE-VIATION,FACULTY/ DEPARTMENT,SIGNING,EXPIRY,"EXPIRY
CHECK",LEVEL OF COOPERATION,TYPE OF COOPERATION,NOTE,UPDATED
JAPAN,Asia,JP090-2005A001,Tokyo University of Marine Science and Technology,,TUMSAT,,19-Aug-2005,18-Aug-2010,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP090-2005B001,Tokyo University of Marine Science and Technology,,TUMSAT,,19-Aug-2005,18-Aug-2010,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP090-2010A001,Tokyo University of Marine Science and Technology,,TUMSAT,,21-Aug-2010,22-Jul-2015,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP090-2010B001,Tokyo University of Marine Science and Technology,,TUMSAT,,21-Aug-2010,22-Jul-2015,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP090-2015A001,Tokyo University of Marine Science and Technology,,TUMSAT,,23-Jul-2015,22-Jul-2020,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP090-2015B001,Tokyo University of Marine Science and Technology,,TUMSAT,,23-Jul-2015,22-Jul-2020,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP129-2017A001,Tokyo University of Science,,TUS,,17-Oct-2017,16-Oct-2022,1,University,General Cooperation,,23-Nov-17
JAPAN,Asia,JP091-2010A211,Tokyo University of Technology,,,School of Media Science,1-Aug-2010,31-Jul-2015,0,Faculty of Engineering,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-1985A001,"Tokyo, the University of",,,,20-Mar-1985,19-Mar-1990,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-1990A001,"Tokyo, the University of",,,,27-Apr-1990,26-Apr-1995,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-1995A001,"Tokyo, the University of",,,,1-Apr-1995,31-Mar-2000,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-1999B001,"Tokyo, the University of",,,,22-Feb-1999,21-Feb-2004,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP088-2000A001,"Tokyo, the University of",,,,1-Apr-2000,31-Mar-2005,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-2000F231,"Tokyo, the University of",,,,20-Jun-2000,31-May-2004,0,Faculty of Science,Research Collaboration / Joint Research,,9-Sep-15
JAPAN,Asia,JP088-2004B001,"Tokyo, the University of",,,,22-Feb-2004,21-Feb-2009,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP088-2005A001,"Tokyo, the University of",,,,1-Apr-2005,31-Mar-2010,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-2010B001,"Tokyo, the University of",,,,22-Feb-2009,21-Feb-2014,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP088-2010A001,"Tokyo, the University of",,,,1-Apr-2010,31-Mar-2015,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-2013A211,"Tokyo, the University of",,,Advanced Mobility Research Center,4-Apr-2013,3-Apr-2018,0,Faculty of Engineering,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-2015A001,"Tokyo, the University of",,,,1-Apr-2015,31-Mar-2020,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP088-2015B001,"Tokyo, the University of",,,,1-Apr-2015,31-Mar-2020,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP092-1999A331,"Toyama, University of",,,Institute of Natural Medicine,20-Oct-1999,19-Oct-2002,0,Faculty of Pharmaceutical Sciences,General Cooperation,,9-Sep-15
JAPAN,Asia,JP092-2001A001,"Toyama, University of",,,,30-Mar-2001,29-Mar-2004,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP092-2001B001,"Toyama, University of",,,,30-Mar-2001,29-Mar-2004,0,University,Student Exchange,Former name: Toyama Medical and Pharmaceutical University,9-Sep-15
JAPAN,Asia,JP092-2006A331,"Toyama, University of",,,Institute of Natural Medicine,17-Feb-2006,1-Mar-2011,0,Faculty of Pharmaceutical Sciences,General Cooperation,,9-Sep-15
JAPAN,Asia,JP092-2008A001,"Toyama, University of",,,,28-Mar-2008,auto renew,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP092-2010J331,"Toyama, University of",,,Institute of Natural Medicine,7-Dec-2010,auto renew,1,Faculty of Pharmaceutical Sciences,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
JAPAN,Asia,JP092-2012B001,"Toyama, University of",,,,19-Jun-2012,auto renew,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP092-2013B291,"Toyama, University of",,,Faculty of Economics,24-Jul-2013,23-Jul-2018,0,Faculty of Economics,Student Exchange,,9-Sep-15
JAPAN,Asia,JP093-2009A001,Toyo College of Food Technology,,,,7-Aug-2009,auto renew,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP093-2009B001,Toyo College of Food Technology,,,,7-Aug-2009,auto renew,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP126-2014J241,Toyo University,,,Regional Development Studies,8-Sep-2014,31-Oct-2018,0,Faculty of Political Science,Collaboration on the Establishment of Forum/Institute/Center,For the Establishment of Regional Development Studies Bangkok Office,13-Jun-16
JAPAN,Asia,JP126-2016B241,Toyo University,,,Faculty of Regional Development Studies,1-Jul-2016,auto renew,,Faculty of Political Science,Student Exchange,With details on faculty exchanges,18-Apr-17
JAPAN,Asia,JP126-2018B241,Toyo University,,,Faculty of Global and Regional Studies,25-May-2018,auto renew,,Faculty of Political Science,Student Exchange,With details on faculty exchanges,4-Oct-18
JAPAN,Asia,JP126-2018A001,Toyo University,,,,30-Oct-2018,29-Oct-2023,,University,General Cooperation,,22-Nov-18
JAPAN,Asia,JP126-2018B001,Toyo University,,,,30-Oct-2018,29-Oct-2023,,University,Student Exchange,,22-Nov-18
JAPAN,Asia,JP116-2007A211,Toyohashi University of Technology,,,,8-Jan-2007,7-Jan-2012,0,Faculty of Engineering,General Cooperation,,9-Sep-15
JAPAN,Asia,JP116-2007B211,Toyohashi University of Technology,,,,8-Jan-2007,7-Jan-2012,0,Faculty of Engineering,Student Exchange,,9-Sep-15
JAPAN,Asia,JP118-2015D211,Toyota Mobility Foundation,,,,8-Apr-2015,31-Dec-2016,0,Faculty of Engineering,Grant Contract/ Scholarship Program,For Social Experiment of WBCSD SMP 2.0 Bangkok (Sathorn Model),9-Sep-15
JAPAN,Asia,JP094-2006A001,Toyota Technological Institute,,,,16-Feb-2006,15-Feb-2011,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP094-2006C631,Toyota Technological Institute,,,Graduate School of Engineering,20-Dec-2006,19-Dec-2011,0,Petroleum and Petrochemical College,Faculty/Researchers Exchange,,9-Sep-15
JAPAN,Asia,JP094-2006A631,Toyota Technological Institute,,,Graduate School of Engineering,20-Dec-2006,19-Dec-2011,0,Petroleum and Petrochemical College,General Cooperation,,9-Sep-15
JAPAN,Asia,JP094-2006B631,Toyota Technological Institute,,,Graduate School of Engineering,20-Dec-2006,19-Dec-2011,0,Petroleum and Petrochemical College,Student Exchange,,9-Sep-15
JAPAN,Asia,JP094-2012A001,Toyota Technological Institute,,,,20-Sep-2012,auto renew,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP095-2001A231,"Tsukuba, University of",,,"Institute of Geoscience, Graduate School of Life and Environmental Sciences",9-Aug-2001,8-Aug-2006,0,Faculty of Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP095-2001B231,"Tsukuba, University of",,,Graduate School of Life and Environmental Sciences,9-Aug-2001,8-Aug-2006,0,Faculty of Science,Student Exchange,,9-Sep-15
JAPAN,Asia,JP095-2006A231,"Tsukuba, University of",,,Graduate School of Life and Environmental Sciences,9-Aug-2006,8-Aug-2011,0,Faculty of Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP095-2006B231,"Tsukuba, University of",,,Graduate School of Life and Environmental Sciences,9-Aug-2006,8-Aug-2011,0,Faculty of Science,Student Exchange,,9-Sep-15
JAPAN,Asia,JP095-2011A231,"Tsukuba, University of",,,Graduate School of Life and Environmental Sciences,9-Aug-2011,8-Aug-2016,0,Faculty of Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP095-2017A27391,"Tsukuba, University of",,,Faculty of Health and Sport Sciences,27-Apr-2017,31-Mar-2022,1,Faculty of Education/Faculty of Sports Science,General Cooperation,With Appendix on student exchange,29-Jun-17
JAPAN,Asia,JP096-1989A001,United Nations University,,,,16-Aug-1989,15-Aug-1994,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP096-1989O001,United Nations University,,,,16-Aug-1989,unlimited,1,University,Others: Research Fellowship,,9-Sep-15
JAPAN,Asia,JP096-2010F211,United Nations University,,,Institute for Sustainability and Peace,22-Feb-2010,21-Feb-2015,0,Faculty of Engineering,General Cooperation,,9-Sep-15
JAPAN,Asia,JP096-2012I001,United Nations University,,,UN-CECAR Network,9-Mar-2012,unlimited,1,University,International Networking,,9-Sep-15
JAPAN,Asia,JP097-2010A211,Wakasa Wan Energy Research Center,,,,22-Jan-2010,auto renew,1,Faculty of Engineering,General Cooperation,,9-Sep-15
JAPAN,Asia,JP098-1995A001,Waseda University,,,,28-Oct-1995,27-Oct-2000,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP098-2001A001,Waseda University,,,,3-May-2001,auto renew,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP098-2001B001,Waseda University,,,,3-May-2001,auto renew,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP098-2007A241,Waseda University,,,Graduate School of Asia-Pacific Studies,11-Oct-2007,10-Oct-2015,0,Faculty of Political Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP098-2009A221,Waseda University,,,School of International and Liberal Studies,24-Dec-2009,auto renew,1,Faculty of Arts,General Cooperation,,9-Sep-15
JAPAN,Asia,JP098-2013B211,Waseda University,,,Graduate School of Creative Science and Engineering,20-Dec-2013,31-Oct-2017,0,Faculty of Engineering,Student Exchange,,9-Sep-15
JAPAN,Asia,JP098-2014B001,Waseda University,,,,16-Jul-2014,22-Jul-2015,0,University,Student Exchange," *Cancelled* For the AIMS Programme with BALAC, Faculty of Arts",15-Mar-19
JAPAN,Asia,JP098-2014A211,Waseda University,,,"Graduate School of Information, Production and Systems",29-Jul-2014,28-Jul-2019,1,Faculty of Engineering,General Cooperation,,9-Sep-15
JAPAN,Asia,JP098-2014A221,Waseda University,,,"Graduate School of Japanese Applied Linguistic, Center for Japanese Language",6-Aug-2014,31-Mar-2017,0,Faculty of Arts,General Cooperation,"Effective until March 31, 2015 and renewable by mutual agreement on a year-to-year basis until 31 March 2017",19-Sep-16
JAPAN,Asia,JP098-2014B221,Waseda University,,,"Graduate School of Japanese Applied Linguistic, Center for Japanese Language",6-Aug-2014,31-Mar-2017,0,Faculty of Arts,Student Exchange,"Effective until March 31, 2015 and renewable by mutual agreement on a year-to-year basis until 31 March 2017",19-Sep-16
JAPAN,Asia,JP098-2015A391,Waseda University,,,Faculty of Sport Sciences,24-Feb-2015,auto renew,1,Faculty of Sports Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP098-2015B001,Waseda University,,,,23-Jul-2015,31-Mar-2018,0,University,Student Exchange,Addendum for AIMS Program,9-Sep-15
JAPAN,Asia,JP098-2016B781,Waseda University,,,Graduate School of Business and Finance,7-Nov-2016,auto renew,,Sasin,Student Exchange,,29-Jan-19
JAPAN,Asia,JP098-2018B001,Waseda University,,,,1-Apr-2018,31-Mar-2020,1,University,Student Exchange,Addendum for AIMS Program,11-Jan-18
JAPAN,Asia,JP099-2005A231,Yamaguchi University,,,Faculty of Agriculture,25-Feb-2005,24-Feb-2010,0,Faculty of Science,General Cooperation,,19-Sep-16
JAPAN,Asia,JP099-2005B231,Yamaguchi University,,,Faculty of Agriculture,25-Feb-2005,24-Feb-2010,0,Faculty of Science,Student Exchange,,19-Sep-16
JAPAN,Asia,JP099-2010A001,Yamaguchi University,,,,14-Sep-2010,4-Jun-2015,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP099-2015A001,Yamaguchi University,,,,5-Jun-2015,4-Jun-2020,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP100-1989K001,Yokogawa Electric Corporation,,,,18-Sep-1989,17-Sep-1993,0,University,Intellectual Exchange / Technology Transfer,,9-Sep-15
JAPAN,Asia,JP121-2013A251,Yokohama National University,,,Graduate School of Urban Innovation,18-Nov-2013,17-Nov-2018,0,Faculty of Architecture,General Cooperation,,11-Sep-15
JAPAN,Asia,JP121-2013B251,Yokohama National University,,,Graduate School of Urban Innovation,18-Nov-2013,17-Nov-2018,0,Faculty of Architecture,Student Exchange,,11-Sep-15
JAPAN,Asia,JP121-2018A251,Yokohama National University,,,Graduate School of Urban Innovation,6-Nov-2018,auto renew,1,Faculty of Architecture,General Cooperation,"Automatically renewed on an annual basis, unless terminated or replaced with a new MOU",22-Nov-18
JAPAN,Asia,JP121-2018B251,Yokohama National University,,,Graduate School of Urban Innovation,6-Nov-2018,5-Nov-2023,1,Faculty of Architecture,Student Exchange,,22-Nov-18
KOREA,Asia,KR039-2018A211,Changwon National University,,,Human Resources Development Team for Offshore Plant Feed Engineering / School of Civil Environmental and Chemical Engineering,23-May-2018,22-May-2023,1,Faculty of Engineering,General Cooperation,,29-Jun-18
KOREA,Asia,KR001-2005A311,Cheju National University,,,College of Ocean Science,1-Jan-2005,31-Dec-2009,0,Faculty of Veterinary Science,General Cooperation,,9-Sep-15
KOREA,Asia,KR002-2012A001,Chonbuk National University,,,,19-Mar-2012,unlimited,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR003-2002A631,Chosun University,,,College of Engineering,18-Jun-2002,unlimited,1,Petroleum and Petrochemical College,General Cooperation,,9-Sep-15
KOREA,Asia,KR030-2014A001,Chung-Ang University,,,,10-Nov-2014,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR004-2013A211,Chungnam National University,,,,6-Nov-2013,auto renew,1,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR005-2003A001,Daejeon University,,,,15-Sep-2003,14-Sep-2008,0,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR005-2003O001,Daejeon University,,,,15-Sep-2003,14-Sep-2008,0,University,Others: Credit Transfer,,9-Sep-15
KOREA,Asia,KR005-2010A001,Daejeon University,,,,15-Jul-2010,15-Jul-2015,0,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR005-2010O001,Daejeon University,,,,15-Jul-2010,15-Jul-2015,0,University,Others: Credit Transfer,,9-Sep-15
KOREA,Asia,KR006-2001A391,Ewha Womans University,,,College of Human Movement & Performance,11-Oct-2001,unlimited,1,Faculty of Sports Science,General Cooperation,,9-Sep-15
KOREA,Asia,KR006-2001C391,Ewha Womans University,,,College of Human Movement & Performance,11-Oct-2001,unlimited,1,Faculty of Sports Science,Faculty/Researchers Exchange,,9-Sep-15
KOREA,Asia,KR006-2011A261,Ewha Womans University,,,Ewha School of Business,12-Apr-2011,11-Apr-2016,0,Faculty of Commerce and Accountancy,General Cooperation,,9-Sep-15
KOREA,Asia,KR006-2011B261,Ewha Womans University,,,Ewha School of Business,12-Apr-2011,unlimited,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
KOREA,Asia,KR006-2012A001,Ewha Womans University,,,,14-Aug-2012,13-Aug-2017,0,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR006-2012B001,Ewha Womans University,,,,14-Aug-2012,13-Aug-2017,0,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR006-2016A281,Ewha Womans University,,,Division of Communication & Media,30-Nov-2016,29-Nov-2019,1,Faculty of Communication Arts,General Cooperation,,4-Jan-17
KOREA,Asia,KR007-2012A001,Gwangju Institute of Science and Technology,,,,14-Feb-2012,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR007-2012O001,Gwangju Institute of Science and Technology,,,Networked Computing Systems Lab,16-Nov-2012,31-Dec-2015,0,Faculty of Engineering,Others: Deployment of SmartX Rack,,9-Sep-15
KOREA,Asia,KR008-2013A271,Gwangju National University of Education,,,,19-Sep-2013,18-Sep-2018,0,Faculty of Education,General Cooperation,,9-Sep-15
KOREA,Asia,KR031-2014A001,Hallym University,,,,1-Oct-2014,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR031-2014B001,Hallym University,,,,1-Oct-2014,30-Sep-2017,0,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR009-1974A001,Hankuk University of Foreign Studies,,,,11-Sep-1974,unlimited,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR009-2006B001,Hankuk University of Foreign Studies,,,,25-Sep-2006,unlimited,1,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR010-2011A391,Hanyang University,,,,25-Jun-2011,unlimited,1,Faculty of Sports Science,General Cooperation,,9-Sep-15
KOREA,Asia,KR010-2012A211,Hanyang University,,,,1-Nov-2012,31-Oct-2017,0,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR010-2012B211,Hanyang University,,,,1-Nov-2012,31-Oct-2017,0,Faculty of Engineering,Student Exchange,,9-Sep-15
KOREA,Asia,KR010-2015A001,Hanyang University,,,,4-Aug-2015,3-Aug-2020,1,University,General Cooperation,With details on student exchange,9-Sep-15
KOREA,Asia,KR011-2013A211,"Incheon, University of",,,Asian Institute for Environmental Research and Energy,4-Jun-2013,3-Jun-2018,0,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR012-2012A631,Inha University,,,,28-Feb-2012,unlimited,1,Petroleum and Petrochemical College,General Cooperation,,9-Sep-15
KOREA,Asia,KR012-2012B631,Inha University,,,,28-Feb-2012,unlimited,1,Petroleum and Petrochemical College,Student Exchange,,9-Sep-15
KOREA,Asia,KR012-2013A001,Inha University,,,,25-Jan-2013,24-Jan-2018,0,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR012-2013B001,Inha University,,,,25-Jan-2013,24-Jan-2018,0,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR012-2013F521,Inha University,,,JUNGSEOK Research Institute of International Logistics and Trade,1-Apr-2013,unlimited,1,Graduate School,Research Collaboration / Joint Research,,9-Sep-15
KOREA,Asia,KR013-2009B001,Konkuk University,,,,22-Jun-2009,auto renew,1,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR014-2005A781,Korea Advanced Institute of Science and Technology,,KAIST,Graduate School of Management,5-Sep-2005,unlimited,1,SASIN,General Cooperation,,9-Sep-15
KOREA,Asia,KR029-2003A211,Korea Atomic Energy Research Institute,,,Thermal Hydraulics and Safety Research Division,27-Oct-2003,1-Nov-2006,0,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR015-2008A791,Korea Democracy Foundation,,,International Cooperation Center,10-Jul-2008,auto renew,1,Social Research Institute,General Cooperation,,9-Sep-15
KOREA,Asia,KR016-2002J001,Korea Foundation for Advanced Studies,,KFAS,,24-Jan-2002,23-Jan-2012,0,University,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
KOREA,Asia,KR016-2013J001,Korea Foundation for Advanced Studies,,KFAS,,11-Jun-2013,10-Jun-2018,0,University,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
KOREA,Asia,KR017-2004A001,Korea Legislation Research Institute,,KLRI,,6-Sep-2004,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR018-2013A211,Korea Maritime and Ocean University,,,College of Ocean Science and Technology,25-Nov-2013,auto renew,1,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR019-2012A001,Korea National Sport University,,KNSU,,27-Mar-2012,26-Mar-2015,0,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR034-2015O211,Korea Nuclear Association for International Cooperation,,,,15-Dec-2015,14-Dec-2017,0,Faculty of Engineering,Others: Human Resources Development,,22-Dec-15
KOREA,Asia,KR038-2017A001,Korea Research Institute of Bioscience and Biotechnology,,KRIBB,,10-May-2017,9-May-2022,1,University,General Cooperation,,31-May-17
KOREA,Asia,KR020-2002B261,Korea University,,,Business School,22-Nov-2002,unlimited,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
KOREA,Asia,KR020-2008A241,Korea University,,,Department of Public Administration,30-Jan-2008,unlimited,1,Faculty of Political Science,General Cooperation,,9-Sep-15
KOREA,Asia,KR020-2011A211,Korea University,,,School of Electrical Engineering,22-Dec-2011,21-Dec-2016,0,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR020-2017A001,Korea University,,,,17-Oct-2017,auto renew,,University,General Cooperation,,23-Nov-17
KOREA,Asia,KR020-2017B001,Korea University,,,,17-Oct-2017,16-Oct-2022,,University,Student Exchange,,23-Nov-17
KOREA,Asia,KR021-2003A901,Korea University of Technology and Education,,,Human Resource Development Institute : HRDI,21-Feb-2003,unlimited,1,Continuing Education Center,General Cooperation,,9-Sep-15
KOREA,Asia,KR036-2015A001,Kumoh National Institute of Technology,,,,23-Dec-2015,22-Dec-2020,1,University,General Cooperation,,5-Jan-16
KOREA,Asia,KR033-2015A001,Kyung Hee University,,,,11-Sep-2015,auto renew,1,University,General Cooperation,,15-Sep-15
KOREA,Asia,KR033-2017B291,Kyung Hee University,,,,9-Aug-2017,auto renew,,Faculty of Economics,Student Exchange,Valid as long as the General Agreement signed 11-Sep-15 is valid,25-Jan-19
KOREA,Asia,KR022-2012A001,Pohang University of Science and Technology,,POSTECH,,3-Feb-2012,2-Feb-2017,0,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR022-2012B001,Pohang University of Science and Technology,,POSTECH,,3-Feb-2012,2-Feb-2017,0,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR022-2015A211,Pohang University of Science and Technology,,POSTECH,"BK21 Plus Program for Creative Emerging Technologies, Department of Mechanical Engineering",15-Dec-2015,14-Dec-2020,1,Faculty of Engineering,General Cooperation,,21-Dec-15
KOREA,Asia,KR022-2017A001,Pohang University of Science and Technology,,POSTECH,,25-Mar-2017,24-Mar-2022,1,University,General Cooperation,,18-Apr-17
KOREA,Asia,KR022-2017B001,Pohang University of Science and Technology,,POSTECH,,25-Mar-2017,24-Mar-2022,1,University,Student Exchange,,18-Apr-17
KOREA,Asia,KR040-2017D001,POSCO TJ Park Foundation,,,,22-Nov-2017,21-Nov-2021,1,University,Grant Contract/ Scholarship Program,POSCO Asia Fellowship,25-Jul-18
KOREA,Asia,KR023-2010A271,Pusan National University,,,College of Education,19-Nov-2010,unlimited,1,Faculty of Education,General Cooperation,,9-Sep-15
KOREA,Asia,KR024-2012A001,"Seoul, the University of",,,,9-Oct-2012,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR024-2012B001,"Seoul, the University of",,,,9-Oct-2012,auto renew,1,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR024-2017B251,"Seoul, the University of",,,Department of Architecture,23-May-2017,auto renew,1,Faculty of Architecture,Student Exchange,,21-Jun-17
KOREA,Asia,KR025-1998A001,Seoul National University,,SNU,,24-Jun-1998,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR025-2008A001,Seoul National University,,SNU,,28-Jan-2008,27-Jan-2013,0,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR025-2008A521,Seoul National University,,SNU,,28-Jan-2008,27-Jan-2013,0,Graduate School,General Cooperation,,9-Sep-15
KOREA,Asia,KR025-2012B261,Seoul National University,,SNU,College of Business Administration,16-Feb-2012,15-Feb-2017,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
KOREA,Asia,KR025-2016A341,Seoul National University,,SNU,"Law Research Institute, Asia Pacific Law Institute",15-Apr-2016,14-Apr-2021,1,Faculty of Law,General Cooperation,,25-Apr-16
KOREA,Asia,KR025-2018A751,Seoul National University,,SNU,Asia Center,5-Nov-2018,auto renew,,Institute of Asian Studies,General Cooperation,,22-Nov-18
KOREA,Asia,KR035-2015A001,Sookmyung Women's University,,,,24-Dec-2015,auto renew,1,University,General Cooperation,,29-Dec-15
KOREA,Asia,KR035-2015B001,Sookmyung Women's University,,,,24-Dec-2015,23-Dec-2020,1,University,Student Exchange,,29-Dec-15
KOREA,Asia,KR026-2006A241,Sungkyunkwan University,,SKKU,Academy of East Asian Studies,27-Mar-2006,auto renew,1,Faculty of Political Science,General Cooperation,,9-Sep-15
KOREA,Asia,KR026-2009B261,Sungkyunkwan University,,SKKU,SKKU Business School,7-Oct-2009,6-Oct-2014,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
KOREA,Asia,KR026-2011A211,Sungkyunkwan University,,SKKU,School of Information and Communication Engineering,19-Dec-2011,auto renew,1,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR026-2011B211,Sungkyunkwan University,,SKKU,School of Information and Communication Engineering,19-Dec-2011,unlimited,1,Faculty of Engineering,Student Exchange,,9-Sep-15
KOREA,Asia,KR026-2013A211,Sungkyunkwan University,,SKKU,Graduate School of Water Resources,10-Jun-2013,9-Jun-2018,0,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR026-2014A001,Sungkyunkwan University,,SKKU,,24-Dec-2014,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR026-2014B001,Sungkyunkwan University,,SKKU,,24-Dec-2014,auto renew,1,University,Student Exchange,,9-Sep-15
KOREA,Asia,KR032-2015A211,"Ulsan, University of",,,Office of International Affairs & Education,20-Mar-2015,19-Mar-2020,1,Faculty of Engineering,General Cooperation,,9-Sep-15
KOREA,Asia,KR032-2015B211,"Ulsan, University of",,,Office of International Affairs & Education,20-Mar-2015,19-Mar-2020,1,Faculty of Engineering,Student Exchange,,9-Sep-15
KOREA,Asia,KR037-2016A321,Wonkwang University,,,College of Dentistry,21-Jan-2016,20-Jan-2021,1,Faculty of Dentistry,General Cooperation,,10-Mar-16
KOREA,Asia,KR027-2013A001,Yeungnam University,,,,6-Jun-2013,auto renew,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR028-2003B261,Yonsei University,,,School of Business,17-Apr-2003,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
KOREA,Asia,KR028-2003A001,Yonsei University,,,,29-Apr-2003,unlimited,1,University,General Cooperation,,9-Sep-15
KOREA,Asia,KR028-2010A321,Yonsei University,,,College of Dentistry,13-Aug-2010,12-Aug-2015,0,Faculty of Dentistry,General Cooperation,,9-Sep-15
KOREA,Asia,KR028-2014A301,Yonsei University,,,College of Medicine,7-Jul-2014,6-Jul-2019,1,Faculty of Medicine,General Cooperation,,30-Dec-18
KOREA,Asia,KR028-2014B231,Yonsei University,,,College of Science and Technology,25-Aug-2014,unlimited,1,Faculty of Science,Student Exchange,Addendum to the 2003 MOU,9-Sep-15
KOREA,Asia,KR028-2015A321,Yonsei University,,,College of Dentistry,6-Nov-2015,5-Nov-2020,1,Faculty of Dentistry,General Cooperation,,10-Mar-16
LAO PDR,Asia,LA002-2017A001,"Health Sciences, University of",,,,19-Sep-2017,18-Sep-2022,1,University,General Cooperation,,28-Sep-17
LAO PDR,Asia,LA001-2014A001,National University of Laos,,,,4-Jul-2014,3-Jul-2019,1,University,General Cooperation,,9-Sep-15
LAO PDR,Asia,LA001-2005A001,National University of Laos,,,,26-Aug-2005,25-Aug-2010,0,University,General Cooperation,,9-Sep-15
LUXEMBOURG,Europe,LU001-2014A001,"Luxembourg, University of",,,,12-Nov-2014,11-Nov-2019,1,University,General Cooperation,,9-Sep-15
